"replication","spearman_corr","top10_overlap"
900,0.999874693586661,1
901,0.993882946722703,0.9
902,0.972567863034394,0.9
903,0.99854064306397,1
904,0.998898407113417,1
905,0.976493656006841,0.8
906,0.992752341129623,0.9
907,0.997004215564053,0.9
908,0.985353744988633,0.9
909,0.980979590005959,0.8
910,0.997914822965533,0.9
911,0.997350054145186,0.9
912,0.99945409833848,0.9
913,0.99004703974278,0.9
914,0.980791274401822,0.9
915,0.981499148841948,0.9
916,0.997724905432816,0.9
917,0.962497428014669,0.8
918,0.999284649893169,1
919,0.997924790521139,0.9
920,0.992338509579889,0.9
921,0.998803003366898,1
922,0.995130493102096,0.9
923,0.979238471631981,0.9
924,0.955067327278281,0.8
925,0.973199556870956,0.8
926,0.997953091259379,0.9
927,0.999828771634045,1
928,0.958053678134814,0.8
929,0.909335114203268,0.7
930,0.847441577664701,0.5
931,0.998629283112042,1
932,0.9925419545095,0.9
933,0.961786349717384,0.9
934,0.958929043107542,0.8
935,0.95607013456912,0.9
936,0.998518928032113,0.9
937,0.996999409778314,0.9
938,0.930860050535507,0.8
939,0.973713953937078,0.9
940,0.98769647654029,0.9
941,0.992045712633948,0.9
942,0.999545764251647,0.9
943,0.999959061825188,1
944,0.99898669117736,1
945,0.998805317263735,1
946,0.944936552948723,0.8
947,0.980671307750415,0.8
948,0.999111107630377,1
949,0.98047213463035,0.9
950,0.991966328173225,0.9
951,0.972940400425187,0.8
952,0.945718650079705,0.8
953,0.996866271714142,0.9
954,0.986511583367567,0.9
955,0.983732771258126,0.9
956,0.996083462614903,0.9
957,0.986594527669578,0.9
958,0.977870780609117,0.9
959,0.993582140133864,0.9
960,0.99458601537709,0.9
961,0.945468215245092,0.8
962,0.985959273991728,0.9
963,0.840789480241813,0.5
964,0.99966519692686,1
965,0.997850389838219,0.9
966,0.987581493666686,0.9
967,0.996647163482863,0.9
968,0.986553055518573,0.9
969,0.967260139673933,0.9
970,0.881037223836412,0.6
971,0.999611621315475,1
972,0.989197127635261,0.9
973,0.958827587630833,0.8
974,0.999343921250615,1
975,0.968566245442513,0.8
976,0.890255610843846,0.6
977,0.994169157962261,0.9
978,0.994091909406311,0.9
979,0.999143324194034,1
980,0.99611852705159,0.9
981,0.999701329315934,1
982,0.987182257466233,0.9
983,0.96793045778847,0.9
984,0.998708133596572,1
985,0.982696679451243,0.8
986,0.960105570653238,0.9
987,0.987209134267958,0.9
988,0.966228853652789,0.9
989,0.999225378535723,0.9
990,0.974151458431377,0.8
991,0.997083066048583,0.9
992,0.819310999838383,0.5
993,0.974702343870701,0.9
994,0.998811724978054,1
995,0.937851400833145,0.8
996,0.99802144021211,0.9
997,0.988336536003879,0.9
998,0.999011788058441,0.9
999,0.99105714470826,0.9
1000,0.978138836658106,0.8
1001,0.995291931904508,0.9
1002,0.999632802371139,1
1003,0.959650444944563,0.8
1004,0.985690149990353,0.9
1005,0.977953546919064,0.9
1006,0.996874815333233,0.9
